id,type_code,lemma,yo,gender,paradigm,declinable,nom,gen,dat,acc,ins,pre,loc2,review,source
wd:Q175393,city,Новоуральск,,m,noun_m2,always,Новоуральск,Новоуральска,Новоуральску,Новоуральск,Новоуральском,Новоуральске,,needs_review,manual
wd:Q105002,city,Березники,,pl,pl_tantum,always,Березники,Березников,Березникам,Березники,Березниками,Березниках,,needs_review,manual
wd:Q105477,city,Мирный,,m,adj_m,always,Мирный,Мирного,Мирному,Мирный,Мирным,Мирном,,needs_review,manual
wd:Q134679,city,Губкин,,m,noun_m2,always,Губкин,Губкина,Губкину,Губкин,Губкином,Губкине,,needs_review,manual
wd:Q197654,city,Чайковский,,m,adj_m,always,Чайковский,Чайковского,Чайковскому,Чайковский,Чайковским,Чайковском,,needs_review,manual
wd:Q16973,city,Кропоткин,,m,noun_m2,always,Кропоткин,Кропоткина,Кропоткину,Кропоткин,Кропоткином,Кропоткине,,needs_review,manual
wd:Q196384,city,Соликамск,,m,noun_m2,always,Соликамск,Соликамска,Соликамску,Соликамск,Соликамском,Соликамске,,needs_review,manual
wd:Q168782,city,Тобольск,,m,noun_m2,always,Тобольск,Тобольска,Тобольску,Тобольск,Тобольском,Тобольске,,needs_review,manual
wd:Q102762,city,Азов,,m,noun_m2,always,Азов,Азова,Азову,Азов,Азовом,Азове,,needs_review,manual
wd:Q101825,city,Великие Луки,,pl,pl_tantum,always,Великие Луки,Великих Лук,Великим Лукам,Великие Луки,Великими Луками,Великих Луках,,needs_review,manual
wd:Q72536,city,Железногорск,,m,noun_m2,always,Железногорск,Железногорска,Железногорску,Железногорск,Железногорском,Железногорске,,needs_review,manual
wd:Q1229,potamonym,Дон,,m,noun_m2,always,Дон,Дона,Дону,Дон,Доном,Доне,Дону,gold,manual
wd:Q626,potamonym,Волга,,f,noun_f1,always,Волга,Волгы,Волге,Волгу,Волгой,Волге,,gold,manual
